song title,artist/band name,year,lyrics url,lyrics
You Move Me So,B.B. King,1968,https://www.azlyrics.com/lyrics/bbking/youmovemeso.html,"I don't know what it is about you, baby
That moves me so, it moves me so
I don't know what it is about you, baby
That moved me so, moved me so
It might be your kisses or your warm embrace
It might be the smile on your lovely face
I don't know what it is about you, baby
That moves me so, moved me so
I don't know what it is about you, baby
That moves me so, moves me so
I don't know what it is about you, baby
That moved me so, moved me so
It could be the way that you say 'I love you'
It could be the funny little things you do
I don't know what it is about you, baby
That moves me so, moved me so
I don't know what it is about you, baby
That moves me so, it moves me so
I don't know what it is about you, baby
That moved me so, moved me so
[Incomprehensible] you sip your tea
The funny little way you make love to me
I don't know what it is about you, baby
That moves me so, oh, you move me
You move me so, oh baby, you moved me so
You move me so, you move me so
Kill me, you move me so"
People Take Pictures Of Each Other,"Kinks, The",1968,https://www.azlyrics.com/lyrics/kinks/peopletakepicturesofeachother.html,"People take pictures of the Summer,
Just in case someone thought they had missed it,
And to proved that it really existed.
Fathers take pictures of the mothers,
And the sisters take pictures of brothers,
Just to show that they love one another.
You can't picture love that you took from me,
When we were young and the world was free.
Pictures of things as they used to be,
Don't show me no more, please.
People take pictures of each other,
Just to prove that they really existed,
Just to prove that they really existed.
People take pictures of each other,
And the moment to last them for ever,
Of the time when they mattered to someone.
People take pictures of the Summer,
Just in case someone thought they had missed it,
Just to proved that it really existed.
People take pictures of each other,
And the moment to last them for ever,
Of the time when they mattered to someone.
Picture of me when I was just three,
Sucking my thumb by the old oak tree.
Oh how I love things as they used to be,
Don't show me no more, please."
Black Cat Bone,Johnny Winter,1968,https://www.azlyrics.com/lyrics/johnnywinter/blackcatbone.html,"I b’lieve my ol’ lady she done found my black cat bone
You know, I b’lieve my ol’ lady she done found my black cat bone
I got a funny feelin’ that, uh, somethin’s goin’ on wrong
Leave home soon in the mornin’, she walks the streets ‘til late at night
Leave home soon in the mornin’, she walks the streets ‘til late at night
When she come home in the evenin’, don’t do a doggone thing but fight
I called the operator, went ridin’ around the town
Get my business straight, find out what in the world she’s doin’ now
B’lieve my baby she done found my black cat bone
Got a funny feelin’ that, uh, somethin’s goin’ on wrong
You know my woman treats me like I was a doggone slave
You know my baby treats me like I was a doggone slave
Girl must be tired of livin’, gonna put her six feet in her grave
Y’know I’m gonna make it up to Memphis, man, and get my hambone boiled
Been layin’ ‘round here in Leland ‘til my hambone done spoiled
Gonna make it to Memphis, man, and get my hambone boiled
I done laid around here in Leland, Mississippi ‘til my little hambone done spoiled
Man, I b’lieve my ol’ lady she done found my black cat bone
I b’lieve my baby she done, Lord, found my black cat bone
Got a funny feelin’ that, uh, somethin’s goin’ on wrong"
My Way Of Life,"Vinton, Bobby",1968,https://www.azlyrics.com/lyrics/bobbyvinton/mywayoflife.html,"I'm all alone, walkin' down the highway
Ain't goin' nowhere, but that's my way of life
I never had no one to love me
Never a girl to call my own
Never would take a chance
To fool with romance
Guess I'm too used to bein' alone
Nobody wants a drifter
And I gotta keep moving on
Nothin' to tie me down
When I wanna leave town
Nobody to miss me when I'm gone
I'm all alone, walkin' down the highway
Ain't goin' nowhere, but that's my way of life
I never had a lot of ambition
But I always made my own way
By turnin' a couple of jobs
In some ladies' backyard
I average about a dollar a day
I wake up early each mornin'
And before I started on my way
I get some cigarettes
And a couple of cups of coffee
Sweepin' the local city café
I'm all alone, walkin' down the highway
Ain't goin' nowhere, but that's my way of life"
Sing Me Back Home,"Everly Brothers, The",1968,https://www.azlyrics.com/lyrics/everlybrothers/singmebackhome.html,"The warden led a prisoner down the hallway to his doom
I stood up to say good-bye like all the rest
And I heard him tell the warden just before he reached my cell
“Let my guitar playing friend do my request.”
“Let him...
Sing me back home a song I used to hear
Make my old memories come alive
Take me away and turn back the years
Sing me back home before I die”
I recall last Sunday morning a choir from off the street
Came in to sing a few old gospel songs
And I heard him tell the singers, 
“There's a song my mama sang
Could I hear it once before you move along?”
“Won't you...
Sing me back home, a song I used to hear?
Make my old memories come alive
Please take me away and turn back the years
Sing me back home before I die”"
Aquarela Sertaneja,Chitãozinho & Xororó,1969,https://www.azlyrics.com/lyrics/chitaozinhoxororo/aquarelasertaneja.html,"Quando surge a madrugada
Vai-se a lua cor de prata
Envolvendo toda a mata
Passa a brisa a sussurrar
Os passarinhos
A cantar em revoada
Anunciam a alvorada
Novo dia vai chegar
Lá no sertão, lá no sertão
Reina a alegria no coração
Lá no sertão, lá no sertão
Reina a alegria no coração
Vem a luz do Sol brilhando
Sobre a relva das campinas
E as águas cristalinas
Vence rios a correr
A natureza
Mais formosa e mais bela
Representam a aquarela
No alvor do amanhecer
Lá no sertão, lá no sertão
Reina a alegria no coração
Lá no sertão, lá no sertão
Reina a alegria no coração"
Temptation's 'Bout To Get Me,"Rascals, The",1969,https://www.azlyrics.com/lyrics/rascals/temptationsbouttogetme.html,"Another day is just about gone now
Lord and still I wait
You'll never know how much I try to keep my faith and good humour
She won't write or phone, no
Seems as if she's never coming home
But in all my faith in love has gone, you'll hear me cryin'
Temptation's 'bout to get me
Temptation's 'bout to get me
Temptation's 'bout to get me
All my strength will come tumblin' down
All my friends they seem to understand
You know why they feel the same as I do
She's your love you know, her very life is you
The days go by, I get weaker
People my heart is strong, she made me weak oh
I know, somehow I know if my little heart gets any weaker
Temptation's 'bout to get me
Temptation's 'bout to get me
Temptation's 'bout to get me
All my strength will come tumblin' down
Temptation's 'bout to get me
Temptation's 'bout to get me
Temptation's 'bout to get me
All my strength will come tumblin' down
Temptation's 'bout to get me
Temptation's 'bout to get me
Temptation's 'bout to get me
Temptation's 'bout to get me"
Time On My Hands,Janis Ian,1969,https://www.azlyrics.com/lyrics/janisian/timeonmyhands.html,"Time on my hands
Time on my side
Got nothing but time to relieve me
Weight of your stone
Hangs on my brow
And there's nothing but time to relieve me
Every time I hear a raindrop fall
It reminds me of you
Every time my conscience calls
It makes me feel blue
But what else can I do
When there's nobody here to look up to
I swear it's making me cry
It's making me sigh
You're driving me blind
Time on my hands
Nothing but time on my side
Got nothing but time to relieve me
Weight of your stones
Hangs on my brow
And there's nothing but time to deceive me
Every time I hear a newborn baby cry
It reminds me of you
Every time my conscience lies
It makes me feel blue
But what else can I do?
When you leave me with nobody here to look up to
I swear you're making me cry
You're making me sigh
You're driving me blind"
Fido,"Byrds, The",1969,https://www.azlyrics.com/lyrics/byrds/fido.html,"Fido stayed all night, he would not go home
I asked him to leave, I said I do not have that bone
I was feelin' lonesome sittin' by the phone
Wide awake stayin' up late wishin' I was home
You were on the outside talking to some chick
I was on the inside feelin' mighty sick
Sleep is what I wanted, you know what I got
Wide awake...
Dogs have it made, lyin' round in the shade
Never have to worry about get there on time
I can't help but wonder what was on your mind
Ridin' round in the pouring rain, havin a heck of time
Livin' may be easy, dyin' may be hard
But I'm wide awake stayin' up late, sendin' my regards"
Prologue,Johnny Cash,1969,https://www.azlyrics.com/lyrics/johnnycash/prologue.html,"We are in the Holy Land
The ground upon which I stand is sacred to the Jew the Christian Moslem Islam
To millions of people the world over and has been throughout the ages
This is the promised land
The land that God showed to Moses from a top Mount Nebo
Which we can see in the distance
At this place in Galilee the sound of God's voice has been heard
As He spoke to the prophets
Once man heard God's voice when He said of his son Jesus Christ
This is my beloved son in whom I am well pleased
Such a blessing to be able to hear the voice of God has been given to very few
But such a blessing was given to the Land of Israel"
Today Is The First Day Of The Rest Of My Life,"Denver, John",1969,https://www.azlyrics.com/lyrics/johndenver/todayisthefirstdayoftherestofmylife.html,"Today is the first day of the rest of my life, I wake as a child to see the world begin.
On monarch wings and birthday wonderings, want to put on faces, walk in the wet and cold.
And look forward to my growing old, to grow is to change, to change is to be new,
to be new is to be young again, I barely remember when.
My memories are stolen by the morning, blotted out by the suns hypnotic eye.
I'll abide the sun's hypnotic eye.
Today is the first day of the rest of my life, I wake as a child to see the world begin.
On monarch wings and birthday wonderings, want to put on faces, walk in the wet and cold.
And look forward to my growing old."
If Silence Is Golden,Lynn Anderson,1969,https://www.azlyrics.com/lyrics/lynnanderson/ifsilenceisgolden.html,"(Silence is golden)
If silence is golden like they say it to be
If silence is golden then how rich I must be
Once this house with love and laughter used to sing
So much happiness through rafters seemed to ring
Now you're gone there's only silence from the bottom to the top
It's so quiet now I can almost hear a teardrop
If silence is golden like they say it to be
If silence is golden then how rich I must be
Once this room with footsteps echoed everywhere
Sounds of happy people walking here and there
Then one day a past divided you walked out and didn't stop
It's so quiet now I can almost hear a teardrop
If silence is golden like they say it to be
If silence is golden then how rich I must be
If silence is golden then how rich I must be"
Bluebird,James Gang,1969,https://www.azlyrics.com/lyrics/jamesgang/bluebird.html,"Listen to my bluebird sing
She can't tell you why
Deep within her heart, you see
She knows I must cry
Yeah, cry
If she sits, a lofty perch
Strangest color blue
Flying is forgotten now
She just thinks of you
Yeah you
So, get all those blues
Must be a thousand hues
And each is differently used
You just know
You sit there mes-o-merized
By the depth of her eyes
Can't be categorized
She got soul
She got soul
She got soul
She got soul
Do you think she loves you?
Do you think at all?
Soon she's going to fly away
Worries of her own
Find herself another day
And go home, go home"
I'm So Lonesome I Could Cry,Jerry Lee Lewis,1969,https://www.azlyrics.com/lyrics/jerryleelewis/imsolonesomeicouldcry.html,"Hear that lonesome whippoorwill 
He sounds too blue to fly 
That old midnight train oh, she's whinin' low 
I'm so lonesome I think I'm gonna cry 
Did you ever see the night so long
When time goes crawlin' by? 
That old moon it just went behind the cloud
To hide it's face, hey and cry 
Did you ever, ever see the robin weep 
You know when leaves begin to die? 
Well, that means he's lost the will to live 
I'm gettin' so lonesome I, I-hi could cry 
You know the old silence of an old fallin' star
Old Hank Williams said, 'It lights up a purple sky' 
Hey woman, as I wonder where you are
Jerry Lee's so lonesome I think I'm gonna cry"
The Fields Of St. Etienne(2010 Reissue Bonus Track),Mary Hopkin,1969,https://www.azlyrics.com/lyrics/maryhopkin/thefieldsofstetienne.html,"Through the fields of St Etienne
Amidst the corn I wonder
In my hand an ear of corn
The morning dew has kissed
Here beneath the skies
I lay with my lover
While the summer winds gathered clouds of war
Au revoir my love
Though the reasons pass me
Why we can't remain in the fields of St. Etienne
Weaving proudly, singing loudly
Being young and foolish
He was going never knowing
He would not return
Singing songs of war
Filled with God and country
Marching down the road with the boys that day
Au revoir my love
Though the reasons pass me
Why we can't remain in the fields of St. Etienne
..."
"I Have A Song To Sing, O!","Peter, Paul And Mary",1969,https://www.azlyrics.com/lyrics/peterpaulandmary/ihaveasongtosingo.html,"I have a song to sing, O! (Sing me your song, O!)
It is sung to the moon by a love-lorn loon
Who fled from the mocking throng-o
It's the song of a merry man moping mum
Whose soul was sad and whose glance was glum
Who sipped no sup and who craved no crumb
As he sighed for the love of a lady. 
Hey-di, hey-di, misery me, lack-a-day-de
He sipped no sup and he craved no crumb
As he sighed for the love of a lady. 
I have a song to sing, O! (What is your song, O?)
It is sung with the ring of the songs maids sing
Who loved with a love life-long-o
It's a song of a merry maid peerly proud
Who loved a lord and who laughed aloud
At the moan of the merry man moping mum
Whose soul was sad and whose glance was glum
Who sipped no sup and who craved no crumb
As he sighed for the love of a lady. 
Hey-di, hey-di, misery me, lack-a-day-de
He sipped no sup and he craved no crumb
As he sighed for the love of a lady. 
I have a song to sing,O! (Sing me your song, O)
It is sung to the knell of a church-yard bell
And a doleful dirge ding-dong o
It's a song of a popinjay bravely born
Who turned up his noble nose with scorn
At the humble merry maid peerly proud
Who loved a lord and who laughed aloud
At the moan of a merry man moping mum
Whose soul was sad and whose glance was glum
Who sipped no sup and who craved no crumb
As he sighed for the love of a lady. 
Hey-di, hey-di, misery me, lack-a-day-de
He sipped no sup and he craved no crumb
As he sighed for the love of a lady. 
I have a song to sing, O!
(I have a song to sing)
I have a song to sing-o! 
It is sung with a sigh and a tear in the eye for it tells of a righted wrong-o
It's a song of the  merry maid once so gay 
Who turned on her heel and tripped away
From the peacock popinjay bravely born
who turned up his noble nose with scorn
At the humble heart that he did not prize
So she begged on her knees with downcast eyes
For the love of the merry man moping mum
Whose soul was sad and whose glance was glum
Who sipped no sup and who craved no crumb
As he sighed for the love of a lady. 
Hey-di, hey-di, misery me, lack-a-day-de,
His pains were o'er and he sighed no more
For he lived in the love of a lady. 
Hey-di, hey-di, his pains were o'er
And he sighed no more 
For he lived in the love of a lady."
Straighten My Mind,"Jennings, Waylon",1969,https://www.azlyrics.com/lyrics/waylonjennings/straightenmymind.html,"A tiger always walks at night
And marks his prey while everything's still
He waits until it's unaware
And then he strikes and makes his kill.
That's the way you've done me girl
You never let me be
Couldn't feel the way I felt
So you'd tried to punish me.
Baby it's time to straighten my mind.
A spider's always busy spinning webs
That no one can get through
Somehow that spider always has
Reminded me babe of you.
You took the love I gave you
But you'll never let it live
That's the hang of girl
You know how to take but not to give.
Baby it's time to straighten my mind.
[Instrumental]
You've kept me like a river
Always clinging to the ground
I've got to get away from you
Before I sink and drown.
Baby it's time to straighten my mind..."
Fireside Song,Genesis,1969,https://www.azlyrics.com/lyrics/genesis/firesidesong.html,"As daybreak breaks the mist upon the earth
It came to pass that beauty settled there forever more
And as the steam clings close to things to come
It came to pass that solid rock did part for humble life
Once upon a time there was confusion
Disappointment, fear and disillusion
Now there's hope reborn with every morning
See the future clearly at its dawning
Forever drifting slowly towards a hazy emptiness
Whilst water slips into the sea
The father's sad to see it's free
As shadows creep towards their master night
It came to pass that trees defied the wind who shook their leaves
And as the peace descended all around
It came to pass that nature's creatures came to face the world
Once upon a time there was confusion
Disappointment, fear and disillusion
Now there's hope reborn with every morning
See the future clearly at its dawning
Forever drifting slowly towards a hazy emptiness
Whilst water slips into the sea
The father's sad to see it's free
Once upon a time there was confusion
Disappointment, fear and disillusion
Now there's hope reborn with every morning
See the future clearly at its dawning
Once upon a time there was confusion
Disappointment, fear and disillusion"
To Know You Is To Love You,"Vinton, Bobby",1969,https://www.azlyrics.com/lyrics/bobbyvinton/toknowyouistoloveyou.html,"Why can't you see?
Oh, how blind can you be?
To know, know, know you
Is to love, love, love you
Just to see you smile
Makes my life worthwhile
To know, know, know you
Is to love, love, love you
And I do, yes I do, yes I do
I'll be good to you
And I'll bring love to you
Oh, everyone says there'll come a day
When I'll walk along side of you
And to know, know, know you
Is to love, love, love you
And I do, yes I do, yes I do
Why can't you see?
Oh, how blind can you be?
Someday you'll see
That you were meant for me
To know, know, know you
Is to love, love, love you
Just to see you smile
Makes my life worthwhile
To know, know, know you
Is to love, love, love you
And I do, yes I do, yes I do
And I do, yes I do, yes I do
Yes I do"
Give Your Love,"Wonder, Stevie",1969,https://www.azlyrics.com/lyrics/steviewonder/giveyourlove.html,"When I look at love I look at you
Look at me and you'll see
Love is burning inside of me
But the flame needs you to make it brighter
Give to me what you see
Make the moment a lifetime
Give your love
Give your love to only me
Give the chance I need
To let you see
You will be the other half of me
Give your love
Give your love and lead the way
Turn the cold of winter into May
Through a thousand winters
Love will stay
We'll build a dream
Just big enough for two, girl
We'll build a world that's made of only love
You'll be the one
Who makes my life worth living
You'll keep me strong
When I stumble and I fall
So, Give your love
Give your love don't let me down
Don't reduce me to a nervous clown
You know that I'll always be around
Everyday that we're apart I cry girl
When you're gone all I long for
Is when you'll be near me
Everyday a thousand times I die girl
Far away how I pray there is some way
You'll let me...
Give your love
Ohh, Give your love your tears and pain
I will be your shelter through the rain
Through the storm my love for you won't change
So, Give your love
Give your love and give your heart
Never, never will love let us part
We were meant to be lovers from the start
So la la la
Ohh, Give your love don't let me down
Don't reduce me to a nervous clown
You know that I'll always be around
Angie give your love
Oh, give your love, don't make me cry"
I'm In Love With You,"Arnold, Eddy",1969,https://www.azlyrics.com/lyrics/eddyarnold/iminlovewithyou.html,"I'm in love with you, in love with all my heart
And I'll always be, if you'll come with me, I'm in love with you
I'm in love with you, you make the music start
You're the song I hear and I need you near, I'm in love with you
It's such a simple thing that's so sweet and true
I know through all my days I'll always say I love you
I'm in love with you, in love with all my heart
If you'll take my hand then you'll understand, I'm in love with you
If you'll take my hand then you'll understand
I'm in love with you"
When The Battle Is Over,"Franklin, Aretha",1970,https://www.azlyrics.com/lyrics/arethafranklin/whenthebattleisover.html,"One more time you hurt me
You thought you you had your victory
One more reason For you to worry
Cause you got the best of me
You should never count your chickens
Before you eggs get hatched
I believe it, mm,  To my soul
You finally met your match
Tell me now
When this battle is over
Who will wear the crown
When this battle is over
Who will wear the crown
Who it will be
Who it will be
Will it be you
Will it be me
Tell me now – Who will wear the crown yeah yeah
Ever time I kiss ya
I feel I get the upper hand
I want you ooo to surrender
And tell me ya gon' be my man
A slip of the lip has been known to sink a ship
And I believe I believe I believe to my soul
I finally got a winner's slip
When this battle is over, I wonder
Who will wear the crown
When this battle is over
Who will wear the crown
Who it will be
Who it will be
Will it be you
Will it be me
Yeah, Tell me know – Who will wear the crown
When this battle is over
Who be wearin'  this crown
When this battle is over
Oh when its over children
When this battle is over
Yeaaah when its over"
Song For The Asking,Simon & Garfunkel,1970,https://www.azlyrics.com/lyrics/simongarfunkel/songfortheasking.html,"Here is my song for the asking
Ask me and I will play
So sweetly, I'll make you smile
This is my tune for the taking
Take it, don't turn away
I've been waiting all my life
Thinking it over, I've been sad
Thinking it over, I'd be more than glad
To change my ways for the asking
Ask me and I will play
All the love that I hold inside"
Spring Song,"Cockburn, Bruce",1970,https://www.azlyrics.com/lyrics/brucecockburn/springsong.html,"When we come
When we come again
To celebrate renewal
At the heart
At the heart of us
Our eyes will touch life
Though we may be hard to find
Where we stand in time
The mirrors of the past shine
With the light of unborn days
We wander in the flames
With nothing but our names
And no-one for the blame
We love so well to focus on
When we come
When we come again
To search beside the fool
For the heart
For the heart of us
Our eyes will touch Life
By ornaments entranced
We trace in frenzied dance
The patterns carved by chance
On the pavement of memory
Seasons turning yet again
The Mother's breast is full again
As in heaven, so with men
Is now and ever shall be
Till we come
Till we come again
To recognize renewal
At the heart
At the heart of us"
The Highway Song,Free,1970,https://www.azlyrics.com/lyrics/free/thehighwaysong.html,"So we started in the cornfield
And I know we did not slack
We got everything in order
But we forgot to bring the bucket back
The foreman he went crazy
And ran around the field
Said we must be lazy
Had to be seen to be believed
Seen to be believed.
But it was a long way
From this highroad
It was a far away from here.
The farmer had a daughter
And she worked at the wishing well
Put one leg in the water
'til she found the mission bell
The old man went crazy
And ran to get his gun
We had a bad time explaining
We were just having drunken fun
Just having drunken fun.
But it was a long way
From this high road, Oh!
It was a long way from here
So we walked along this road
Just tellin' stories as we go
We just walk along.
Well the farmer had a daughter
And she did not speak a word
We used to kiss her in the orchard
Till one morning we were overheard
The old man he went crazy
Running around the field
Said we must be crazy
Had to be seen to be believed
Seen to be believed"
Something To Brag About,"Jones, George",1971,https://www.azlyrics.com/lyrics/georgejones/somethingtobragabout.html,"I've got a real important job
In a large office buildin'
Ridin' people in an elevator
I drive a '57 Chevrolet
With busted tail lights
Burned out valves
And a leaky radiator
I wear a twenty dollar suit
I bought from J.C. Penney's
Back in 1962
But I've got somethin' to brag about
Somethin' to brag about
Somethin' to brag about in you
I'm a short-order cook
At an all night cafe
Down on 18th avenue and 12th street
I wear a swingin' mini dress
That I made for myself
From mama's kitchen curtains
And old bed sheets
I've got 17 pages
Of Top Value stamps
And one old pair of shoes
But I've got somethin' to brag about
Somethin' to brag about
Somethin' to brag about in you
When you're with the fellas, I know
You start braggin' 'bout
My hour glass figure
And my big brown eyes
Tell 'em
You tell your girlfriends 'bout my
Sweet, sweet lovin'
And that's one better that
Money can't buy
So let's get married
In the not-to-distant future
We'll rent a little flat
On 29th street
You know we'll hang our washin'
On the clothes line from the window
We'll feast on corn bread, 
Butter beans and lunch meat
We won't have a thermostat
A big long Cadillac
But we'll have a love that's true
Love has, somethin' to brag about
Yeah and I'll have, somethin' to brag about
Yeah, somthin' to brag about in you..."
Winter Wonderland,Elvis Presley,1971,https://www.azlyrics.com/lyrics/elvispresley/winterwonderland.html,"Sleigh bells ring, are you listening
In the lane, snow is glistening
A beautiful sight, we're happy tonight
Walkin' in a winter wonderland
Gone away is the bluebird
Here to stay is the new bird
He sings a love song as we go along
Walkin' in a winter wonderland
In the meadow we can build a snowman
Then pretend that he is Parson Brown
He'll say are you married, we'll so no man
You can do the job when you're in town
Later on we'll conspire
As we dream by the fire
To face unafraid the plans that we made
Walkin' in a winter wonderland
In the meadow we can build a snowman
And pretend that he is Parson Brown
He'll say are you married, we'll so no man
You can do the job when you're in town
Later on we'll conspire
As we dream by the fire
To face unafraid the plans that we made
Walkin' in a winter wonderland
Walkin' in a winter wonderland
Walkin' in a winter wonderland
I said
Walkin' in a winter wonderland"
Rose Garden,Loretta Lynn,1971,https://www.azlyrics.com/lyrics/lorettalynn/rosegarden.html,"I beg you pardon I never promised you a rose garden
Along with the sunshine there's gotta be a little rain sometimes
When you take you gotta give so live and let live or let go
I beg you pardon I never promised you a rose garden
I could promise you things like big diamond rings
But you don't find roses growin' on stalks of clover so you'd better think it over
When it's sweet talking you could make it come true
I would give you the world right now on a silver platter but what would it matter
So smile for a while and let's be jolly love shouldn't be so melancholy
Come along and share the good times while we can
I beg you pardon I never promised you a rose garden
[ steel ]
I could sing you a tune and promise you the moon
But if that's what it takes to hold you I'd just as soon let you go
But there's one thing I want you to know
You better look before you leap still water runs deep
And there won't always be someone there to pull you out
And you know what I'm talking about
So smile for a while and let's be jolly...
I beg you pardon I never promised you a rose garden"
Houdini Said,"O'Sullivan, Gilbert",1971,https://www.azlyrics.com/lyrics/gilbertosullivan/houdinisaid.html,"Doctor in love who is above
All others close to you
Is it the Queen is it obscene
Tell me I want you to
Oh I've often wondered what it is that incites
So many young people to take part in those riots
Whereby all men in blue are the targets to destroy
Lady be good I wish you would
Meanwhile exclusively
Have I the right to print in spite
Of what your views would be
Concerning those matters of the utmost degree
The point being the question and the question being he
Who laughs first has a thirst to laugh longest
Has he?
Over there (over where)
Over there (over where)
On the wall (what wall)
The one in the hall (oh the hall)
I can see (we can see)
Well you could have fooled me
Some take the attitude that life is a drag
They say and I quote ""Man it just isn't our bag""
But if that's where it's at why the hell don't they go
Houdini said to get out of bed
Was the hardest thing he could do
Yet when he's tied strait-jacket plied
He's out at the count of two
It seems elementary my dear Watson I know
But think what would happen if for instance this show
That we're in should begin not one hour but
Two late
Over there (over where)
Over there (over where)
On the wall (what wall)
The one in the hall (oh the hall)
I can see (we can see)
Well you could have fooled me"
Me And Bobby McGee,Loretta Lynn,1971,https://www.azlyrics.com/lyrics/lorettalynn/meandbobbymcgee.html,"La la la la la la (Bobby McGee) La la la la la la (Bobby McGee)
La la la la la la (Bobby McGee) La la la la la la me and Bobby McGee
Busted flat in Baton Rouge headin' for the trains feelin' nearly faded as my jeans
Bobby thumbed a diesel down just before it rained took us all the way to New Orleans
I pulled my ol' har'poon out of my dirty red bandana
And was blowin' sad while Bobby sang the blues
With those windshield whipers slappin' time I was holdin' Bobby's hand in mine
We sang every song that driver knew
Freedom's just another word for nothin' left to lose
Nothin' ain't worth nothin' but it's free
Feeling good was easy Lord when Bobby sang the blues
Feeling good was good enough for me good enough for me and Bobby McGee
La la la la la la (Bobby McGee)...
From the coal mines of Kentucky to the California sun
Bobby shared the secrets of my soul
Standin' right beside me Lord through everything I done
Every night he kept me from the cold
Then somewhere near Salinas Lord I let him slip away
Searching for the home I hope he'll find
And I'd give all of my tomorrows for a single yesterday
Holdin' Bobby's body close to mine
Freedom's just another word...
La la la la la la (Bobby McGee)..."
Bluebird Revisited,Stephen Stills,1971,https://www.azlyrics.com/lyrics/stephenstills/bluebirdrevisited.html,"The pain of losing you well it made me an angry man
Was there something else that I could do? or was it over?
Had I the chance?
So I listened once again to my bluebird sing
Oh yes and children how she made the mountains ring
Now when hearts be stilled that gentle voice is spring
Oh my precious my soul says to my blue eyed sparrow
Come back, come back. I can peal away the cages
Come back, come back. I can put away the rages
Come back, come back. Can we turn the next page together?
Listen to my bluebird laugh she can tell you why
Deep within her heart you see she knows only cryin'
There she sits aloft at perch strangest color blue
Flying is forgotten now thinks only of you
Get into all those blues must be a thousand years
And each is differently used you just know
You sit there mesmerized by the depth of her eyes
I can tell you no lies
She's got soul, she's got soul she's got soul, she's got soul
She's got soul
Soon she's goin' to fly away sadness is her own
Give herself a bath of tears and go home
So I listened once again to my bluebird sing
Oh yes and children how she made the mountains ring
Now when hearts be stilled that voice is spring
Oh my precious my soul says to my blue eyed sparrow
Fly back home, fly back home, fly back home"
End Of The Line,"Roussos, Demis",1971,https://www.azlyrics.com/lyrics/demisroussos/endoftheline.html,"Why should I be running?
For me it's the end of the line
And dogs maybe chasing
Won't catch up with me if I die
And nobody will know where I'm heading
And putting up of paradise
Being keep on hunting
For me it's end of the line
Why should I be running?
For me it's the end of the line
And dogs may be chasing
Won't catch up with me if I die
I won't keep on jumping
That the end of the line
I won't keep on leaving
The win in truth of time
Where, where, where, where, where, where, where, where is my faith?
Funny, funny, funny, funny, funny, funny, funny, funny is my say
Funny, funny, funny, funny, funny, funny, funny is my say
Why should I be running?
For me it's the end of the line
And dogs maybe chasing
Won't catch up with me if I die
And nobody will know where I'm heading
And putting up of paradise
Being keep on hunting
For me it's end of the line..."
Two Little Boys,"Rogers, Kenny",1971,https://www.azlyrics.com/lyrics/kennyrogers/twolittleboys.html,"Two little boys had two little toys 
Each had a wooden horse 
Gaily they played each summer's day 
Warriors both of course 
One little chap then had a mishap 
Broke off his horse's head 
Wept for his toy then cried with joy 
As his young playmate said: 
""Did you think I would leave you crying 
When there's room on my horse for two 
Climb up here Jack and don't be crying 
I can go just as fast with two 
When we grow up we'll both be soldiers 
And our horses will not be toys 
And I wonder if we'll remember 
When we were two little boys"" 
Long years had passed, war came so fast 
One wore the blue, the other gray
Cannon roared loud, and in the mad crowd 
Wounded and dying lay 
Up goes a shout, a horse dashes out 
Out from the ranks so blue 
Gallops away to where Joe lay 
Then came a voice he knew: 
""Did you think I would leave you dying 
When there's room on my horse for two 
Climb up here Joe, we'll soon be flying 
I can go just as fast with two 
Did you say Joe I'm all a-tremble 
Perhaps it's the battle's noise 
But I think it's that I remember 
When we were two little boys"
Frisco Depot (San Francisco Depot),"Jennings, Waylon",1972,https://www.azlyrics.com/lyrics/waylonjennings/friscodepotsanfranciscodepot.html,"Frisco's a mile long away
You can afford to fly
But it might as well be the moon,
Lord, when you're as broke as I.
Here I sit with my head in my hands
Watching the trains roll by
Lord, the Helping Hand Mission man warned me
That the nights here got cold.
When you're cold there's nothing as welcome as sunshine
When you're dry there's nothing as welcome as rain
When you're alone there's nothing as slow as passin' time
When you're afoot Lord there's nothing as fast as a train.
Old Frisco's a mighty rich city
Now that ain't no lie
Well, they have some buildings
That reach nearly a mile in the sky.
Everyone's so busy they can't tell me the reason why
Here's a world full of people so damn many people alone
When you're alone life just don't seem worth living
While you're alive gotta learn to live with the pain.
You've been grown for so long
There's no one left who'll forgive
You find yourself searching your mind
For the links to the chain.
When you're cold there's nothing as welcome as sunshine
When you're dry there's nothing as welcome as rain
When you're alone there's nothing as slow as passin' time
When you're afoot Lord there's nothing as fast as a train..."
The Shining Sea,Tony Bennett,1972,https://www.azlyrics.com/lyrics/tonybennett/theshiningsea.html,"We loved the shining sea
She gathered sea shells there fore me
Her hands, I love her hands
We’d sit there on the sand
She’d kiss the hollow of my hand
A kiss, I miss a kiss
I hear the grey gulls cry
I see them dip their wings
I feel the pounding surf
And other things
I can’t believe she’s gone
I think I’ll go where she might be
I’ll go, I need her so
I need our shining sea"
